order_item_id,order_id,product_id,quantity,unit_price
378,1121,27,1,19.99
379,1122,49,3,6.99
380,1122,96,4,14.99
381,1122,110,2,16.99
382,1122,51,1,189.0
383,1123,42,4,11.99
384,1123,63,4,59.99
385,1124,92,4,10.99
386,1124,18,4,69.99
387,1125,13,2,12.99
388,1125,38,1,49.99
389,1125,69,4,22.99
390,1125,22,1,64.99
391,1125,86,1,11.99
392,1126,23,2,39.99
393,1126,92,1,10.99
394,1126,115,2,8.99
395,1127,83,1,13.99
396,1127,50,3,8.99
397,1127,57,1,99.0
398,1127,77,1,12.99
399,1127,7,4,79.99
400,1128,12,1,18.99
401,1128,54,1,45.99
402,1129,29,1,24.99
403,1130,54,1,45.99
404,1131,80,2,9.99
405,1131,120,4,22.99
406,1132,46,3,26.99
407,1133,2,4,89.99
408,1133,28,4,12.99
409,1133,29,1,24.99
410,1134,6,1,59.99
411,1134,114,2,19.99
412,1134,53,3,9.99
413,1135,102,2,18.99
414,1135,33,1,32.99
415,1135,77,3,12.99
416,1135,81,4,24.99
417,1135,87,2,49.99
418,1136,109,4,11.99
419,1136,9,3,129.99
420,1136,3,4,39.99
421,1137,65,1,11.99
422,1137,30,1,89.99
423,1138,97,2,27.99
424,1138,80,1,9.99
425,1138,8,2,109.99
426,1138,48,4,79.99
427,1139,83,1,13.99
428,1139,31,4,22.99
429,1140,67,4,9.49
430,1141,109,3,11.99
431,1141,44,2,15.99
432,1142,103,2,32.99
433,1142,78,4,29.99
434,1143,9,4,129.99
435,1144,27,2,19.99
436,1144,12,2,18.99
437,1145,65,1,11.99
438,1145,55,4,12.99
439,1146,55,2,12.99
440,1146,78,2,29.99
441,1147,35,4,16.99
442,1147,11,3,45.0
443,1148,55,4,12.99
444,1148,98,2,15.99
445,1148,105,4,21.99
446,1148,3,4,39.99
447,1149,69,2,22.99
448,1149,71,2,6.49
449,1149,33,4,32.99
450,1149,60,3,4.99
451,1149,59,3,79.99
452,1150,43,2,8.99
453,1151,2,3,89.99
454,1152,50,4,8.99
455,1152,40,1,42.99
456,1152,53,1,9.99
457,1153,98,4,15.99
458,1153,33,3,32.99
459,1154,90,1,7.99
460,1154,84,4,8.99
461,1154,119,4,17.99
462,1155,81,1,24.99
463,1155,90,2,7.99
464,1155,34,4,18.99
465,1156,75,2,27.99
466,1156,2,1,89.99
467,1156,99,1,89.99
468,1156,83,4,13.99
469,1156,51,1,189.0
470,1157,33,3,32.99
471,1157,65,4,11.99
472,1157,76,3,34.99
473,1157,94,4,16.99
474,1158,105,2,21.99
475,1158,35,2,16.99
476,1158,120,4,22.99
477,1159,13,1,12.99
478,1160,94,4,16.99
479,1160,22,2,64.99
480,1160,48,2,79.99
481,1161,15,4,89.99
482,1161,73,2,39.99
483,1161,24,2,129.99
484,1161,8,2,109.99
485,1161,104,2,39.99
486,1162,14,2,29.99
487,1162,11,3,45.0
488,1162,11,4,45.0
489,1162,16,3,99.0
490,1162,9,3,129.99
491,1163,87,1,49.99
492,1163,2,1,89.99
493,1163,35,1,16.99
494,1163,86,1,11.99
495,1164,78,3,29.99
496,1164,120,4,22.99
497,1164,61,3,7.99
498,1164,78,4,29.99
499,1165,105,2,21.99
500,1165,47,4,24.99
501,1165,49,1,6.99
502,1166,59,4,79.99
503,1167,36,2,21.99
504,1167,48,4,79.99
505,1167,80,4,9.99
506,1167,66,4,13.99
507,1167,85,2,19.99
508,1168,82,3,44.99
509,1169,30,4,89.99
510,1169,52,1,129.99
511,1169,45,4,34.99
512,1169,120,4,22.99
513,1170,38,2,49.99
514,1170,92,2,10.99
515,1170,112,1,14.99
516,1170,17,4,34.99
517,1171,112,4,14.99
518,1171,22,4,64.99
519,1171,15,4,89.99
520,1171,85,2,19.99
521,1171,32,2,27.99
522,1172,56,1,19.99
523,1173,29,3,24.99
524,1173,86,4,11.99
525,1173,115,1,8.99
526,1174,12,3,18.99
527,1174,112,2,14.99
528,1174,120,1,22.99
529,1174,83,3,13.99
530,1175,84,4,8.99
531,1175,104,2,39.99
532,1175,29,3,24.99
533,1175,15,3,89.99
534,1176,120,2,22.99
535,1176,96,1,14.99
536,1176,74,3,17.99
537,1176,17,3,34.99
538,1176,49,1,6.99
539,1177,109,4,11.99
540,1177,55,3,12.99
541,1178,85,2,19.99
542,1178,14,4,29.99
543,1178,2,4,89.99
544,1178,41,2,39.99
545,1178,105,3,21.99
546,1179,77,3,12.99
547,1179,19,1,119.0
548,1180,36,4,21.99
549,1181,8,3,109.99
550,1181,20,2,54.99
551,1181,109,2,11.99
552,1181,90,1,7.99
553,1182,105,2,21.99
554,1182,3,4,39.99
555,1182,44,4,15.99
556,1183,51,1,189.0
557,1183,68,3,3.99
558,1183,37,2,14.99
559,1183,90,4,7.99
560,1184,111,1,12.99
561,1184,109,3,11.99
562,1184,59,2,79.99
563,1184,74,2,17.99
564,1184,57,4,99.0
565,1185,95,1,6.99
566,1185,47,1,24.99
567,1186,119,1,17.99
568,1186,13,3,12.99
569,1187,84,3,8.99
570,1187,76,4,34.99
571,1187,20,4,54.99
572,1187,32,1,27.99
573,1187,16,2,99.0
574,1188,23,4,39.99
575,1188,100,1,9.99
576,1188,100,4,9.99
577,1188,111,4,12.99
578,1188,36,4,21.99
579,1189,16,4,99.0
580,1190,76,4,34.99
581,1191,24,4,129.99
582,1191,62,4,16.99
583,1191,39,2,59.99
584,1191,13,3,12.99
585,1191,9,2,129.99
586,1192,105,4,21.99
587,1192,9,1,129.99
588,1192,97,2,27.99
589,1192,85,1,19.99
590,1192,24,2,129.99
591,1193,6,2,59.99
592,1194,72,3,42.0
593,1195,47,2,24.99
594,1195,55,1,12.99
595,1195,32,3,27.99
596,1196,57,2,99.0
597,1196,74,4,17.99
598,1196,89,3,15.99
599,1196,67,3,9.49
600,1196,78,2,29.99
601,1197,5,2,219.0
602,1197,19,3,119.0
603,1198,76,3,34.99
604,1198,36,2,21.99
605,1199,34,4,18.99
606,1199,84,2,8.99
607,1199,52,4,129.99
608,1200,69,2,22.99
609,1200,10,3,32.99
610,1201,73,2,39.99
611,1201,54,2,45.99
612,1201,41,4,39.99
613,1202,35,1,16.99
614,1203,9,3,129.99
615,1203,82,1,44.99
616,1203,47,3,24.99
617,1203,100,3,9.99
618,1204,49,2,6.99
619,1205,68,3,3.99
620,1205,76,4,34.99
621,1206,111,3,12.99
622,1206,71,3,6.49
623,1206,78,1,29.99
624,1206,115,1,8.99
625,1206,22,3,64.99
626,1207,71,4,6.49
627,1207,62,2,16.99
628,1207,34,1,18.99
629,1207,88,2,32.99
630,1207,85,2,19.99
631,1208,7,3,79.99
632,1208,91,2,21.99
633,1208,87,4,49.99
634,1209,65,3,11.99
635,1209,36,4,21.99
636,1209,67,2,9.49
637,1209,40,1,42.99
638,1210,82,1,44.99
639,1211,74,1,17.99
640,1211,11,3,45.0
641,1212,87,2,49.99
642,1212,62,4,16.99
643,1212,66,1,13.99
644,1212,52,1,129.99
645,1213,92,4,10.99
646,1214,88,1,32.99
647,1214,78,4,29.99
648,1214,22,2,64.99
649,1214,23,1,39.99
650,1214,47,2,24.99
651,1215,49,2,6.99
652,1215,48,1,79.99
653,1215,44,2,15.99
654,1215,107,1,29.99
655,1216,28,1,12.99
656,1216,95,4,6.99
657,1216,28,3,12.99
658,1217,115,4,8.99
659,1217,8,3,109.99
660,1217,1,4,24.99
661,1217,43,3,8.99
662,1218,52,3,129.99
663,1218,2,1,89.99
664,1219,66,2,13.99
665,1219,53,1,9.99
666,1219,117,4,34.99
667,1219,1,2,24.99
668,1219,99,3,89.99
669,1220,47,4,24.99
670,1220,115,2,8.99
671,1220,69,3,22.99
672,1221,18,3,69.99
673,1221,96,4,14.99
674,1222,15,2,89.99
675,1222,37,1,14.99
676,1223,116,1,25.99
677,1223,21,2,14.99
678,1223,62,3,16.99
679,1224,103,2,32.99
680,1224,42,4,11.99
681,1224,65,4,11.99
682,1224,17,1,34.99
683,1225,65,1,11.99
684,1225,99,2,89.99
685,1225,7,3,79.99
686,1226,62,3,16.99
687,1226,37,4,14.99
688,1226,11,4,45.0
689,1226,32,2,27.99
690,1227,111,3,12.99
691,1228,61,1,7.99
692,1228,90,2,7.99
693,1229,30,1,89.99
694,1229,17,4,34.99
695,1230,3,2,39.99
696,1230,12,1,18.99
697,1230,49,4,6.99
698,1230,68,3,3.99
699,1231,62,1,16.99
700,1231,66,4,13.99
701,1231,83,1,13.99
702,1231,39,1,59.99
703,1232,32,3,27.99
704,1232,115,1,8.99
705,1232,24,1,129.99
706,1232,1,1,24.99
707,1233,61,3,7.99
708,1233,117,1,34.99
709,1233,56,2,19.99
710,1234,15,1,89.99
711,1234,86,1,11.99
712,1234,88,2,32.99
713,1235,68,3,3.99
714,1235,31,3,22.99
715,1235,27,4,19.99
716,1235,12,1,18.99
717,1235,17,1,34.99
718,1236,91,4,21.99
719,1236,119,1,17.99
720,1237,93,4,18.99
721,1237,98,2,15.99
722,1237,69,2,22.99
723,1238,92,3,10.99
724,1238,115,3,8.99
725,1238,115,3,8.99
726,1238,58,1,14.99
727,1238,117,4,34.99
728,1239,102,1,18.99
729,1239,22,3,64.99
730,1239,90,2,7.99
731,1239,38,1,49.99
732,1239,73,1,39.99
733,1240,88,1,32.99
734,1240,22,4,64.99
735,1240,97,4,27.99
736,1240,72,4,42.0
737,1241,1,2,24.99
738,1241,74,2,17.99
739,1242,65,3,11.99
740,1242,39,2,59.99
741,1242,38,3,49.99
742,1242,71,1,6.49
743,1243,38,1,49.99
744,1243,82,2,44.99
745,1244,106,2,13.99
746,1244,69,1,22.99
747,1245,48,3,79.99
748,1245,11,3,45.0
749,1245,93,2,18.99
750,1245,53,3,9.99
751,1245,42,1,11.99
752,1246,94,3,16.99
753,1246,23,3,39.99
754,1247,14,4,29.99
755,1247,84,3,8.99
756,1247,112,2,14.99
757,1247,105,4,21.99
758,1247,29,3,24.99
759,1248,20,4,54.99
760,1248,30,4,89.99
761,1248,48,2,79.99
762,1248,116,4,25.99
763,1249,105,2,21.99
764,1249,25,4,29.99
765,1250,21,2,14.99
766,1250,105,4,21.99
767,1250,88,2,32.99
768,1251,59,4,79.99
769,1251,13,2,12.99
770,1252,3,1,39.99
771,1252,106,1,13.99
772,1252,98,1,15.99
773,1252,17,2,34.99
774,1253,2,1,89.99
775,1253,102,1,18.99
776,1253,70,3,17.99
777,1253,110,1,16.99
778,1253,26,2,34.99
779,1254,43,4,8.99
780,1254,20,2,54.99
781,1254,8,3,109.99
782,1255,14,3,29.99
783,1256,1,2,24.99
784,1256,4,2,149.99
785,1257,29,4,24.99
786,1257,88,1,32.99
787,1257,63,2,59.99
788,1258,10,3,32.99
789,1258,16,3,99.0
790,1258,119,1,17.99
791,1259,68,3,3.99
792,1259,77,2,12.99
793,1259,87,4,49.99
794,1259,20,3,54.99
795,1260,118,4,10.99
796,1260,85,3,19.99
797,1260,120,3,22.99
798,1261,41,2,39.99
799,1261,50,4,8.99
800,1262,94,3,16.99
801,1262,19,1,119.0
802,1262,42,2,11.99
803,1262,24,4,129.99
804,1263,89,4,15.99
805,1263,78,3,29.99
806,1263,18,2,69.99
807,1263,50,4,8.99
808,1264,69,2,22.99
809,1264,50,1,8.99
810,1264,75,4,27.99
811,1264,68,2,3.99
812,1265,109,1,11.99
813,1265,47,4,24.99
814,1266,109,2,11.99
815,1266,38,4,49.99
816,1266,19,4,119.0
817,1267,96,2,14.99
818,1268,94,1,16.99
819,1268,90,4,7.99
820,1268,48,1,79.99
821,1268,90,1,7.99
822,1269,112,2,14.99
823,1269,4,2,149.99
824,1269,47,2,24.99
825,1269,11,2,45.0
826,1269,10,1,32.99
827,1270,61,2,7.99
828,1270,96,3,14.99
829,1271,101,1,24.99
830,1271,37,1,14.99
831,1271,20,1,54.99
832,1271,113,1,42.99
833,1272,51,4,189.0
834,1273,118,3,10.99
835,1273,91,2,21.99
836,1273,55,2,12.99
837,1274,96,2,14.99
838,1274,52,1,129.99
839,1275,78,1,29.99
840,1275,105,4,21.99
841,1275,62,3,16.99
842,1275,84,4,8.99
843,1275,106,4,13.99
844,1276,25,3,29.99
845,1276,14,1,29.99
846,1276,10,3,32.99
847,1276,78,3,29.99
848,1277,14,1,29.99
849,1277,28,1,12.99
850,1277,97,3,27.99
851,1277,25,2,29.99
852,1277,82,1,44.99
853,1278,6,4,59.99
854,1278,6,1,59.99
855,1278,41,1,39.99
856,1278,40,1,42.99
857,1278,46,3,26.99
858,1279,93,3,18.99
859,1279,17,1,34.99
860,1279,43,4,8.99
861,1279,115,1,8.99
862,1280,62,1,16.99
863,1280,38,2,49.99
864,1280,20,4,54.99
865,1280,11,1,45.0
866,1281,99,2,89.99
867,1281,65,3,11.99
868,1282,80,4,9.99
869,1282,6,4,59.99
870,1282,31,2,22.99
871,1283,81,4,24.99
872,1283,13,1,12.99
873,1283,19,3,119.0
874,1283,71,1,6.49
875,1283,64,1,7.49
876,1284,9,3,129.99
877,1284,74,3,17.99
878,1285,34,4,18.99
879,1285,33,4,32.99
880,1285,84,2,8.99
881,1285,16,4,99.0
882,1286,53,2,9.99
883,1286,57,3,99.0
884,1286,66,3,13.99
885,1286,48,1,79.99
886,1287,113,1,42.99
887,1287,80,1,9.99
888,1287,95,2,6.99
889,1288,49,2,6.99
890,1288,73,4,39.99
891,1288,110,1,16.99
892,1289,45,4,34.99
893,1290,11,2,45.0
894,1291,52,3,129.99
895,1291,9,3,129.99
896,1292,15,3,89.99
897,1292,59,1,79.99
898,1292,70,2,17.99
899,1292,61,2,7.99
900,1293,77,4,12.99
901,1294,28,1,12.99
902,1294,28,1,12.99
903,1294,98,4,15.99
904,1294,35,3,16.99
905,1295,36,4,21.99
906,1296,112,4,14.99
907,1296,68,2,3.99
908,1296,86,3,11.99
909,1296,24,1,129.99
910,1297,22,2,64.99
911,1297,45,4,34.99
912,1297,62,4,16.99
913,1298,46,4,26.99
914,1298,106,1,13.99
915,1298,72,2,42.0
916,1298,10,2,32.99
917,1299,2,2,89.99
918,1299,115,4,8.99
919,1299,120,2,22.99
920,1300,34,1,18.99
921,1300,58,2,14.99
922,1300,82,4,44.99
923,1300,82,1,44.99
924,1301,90,2,7.99
925,1301,77,4,12.99
926,1301,28,3,12.99
927,1301,27,2,19.99
928,1302,3,3,39.99
929,1302,115,3,8.99
930,1302,65,1,11.99
931,1303,46,3,26.99
932,1303,107,4,29.99
933,1303,67,3,9.49
934,1303,15,2,89.99
935,1304,77,2,12.99
936,1304,70,4,17.99
937,1304,49,3,6.99
938,1304,109,4,11.99
939,1304,82,3,44.99
940,1305,84,1,8.99
941,1306,119,1,17.99
942,1306,82,4,44.99
943,1306,65,1,11.99
944,1306,86,3,11.99
945,1306,110,4,16.99
946,1307,49,1,6.99
947,1307,26,4,34.99
948,1307,16,3,99.0
949,1307,102,4,18.99
950,1307,53,4,9.99
951,1308,37,3,14.99
952,1308,113,3,42.99
953,1308,40,4,42.99
954,1308,87,2,49.99
955,1308,1,4,24.99
956,1309,108,3,79.99
957,1309,43,2,8.99
958,1309,74,4,17.99
959,1310,83,4,13.99
960,1310,107,1,29.99
961,1310,103,4,32.99
962,1310,17,4,34.99
963,1310,94,2,16.99
964,1311,30,1,89.99
965,1311,91,2,21.99
966,1311,65,1,11.99
967,1311,81,4,24.99
968,1312,42,2,11.99
969,1312,12,1,18.99
970,1313,20,1,54.99
971,1313,80,1,9.99
972,1313,74,4,17.99
973,1313,4,2,149.99
974,1313,59,3,79.99
975,1314,25,2,29.99
976,1314,93,4,18.99
977,1314,99,3,89.99
978,1315,81,1,24.99
979,1315,82,1,44.99
980,1316,19,3,119.0
981,1317,109,3,11.99
982,1317,117,2,34.99
983,1317,51,1,189.0
984,1317,63,1,59.99
985,1318,27,4,19.99
986,1319,24,3,129.99
987,1319,2,2,89.99
988,1320,16,3,99.0
989,1321,1,2,24.99
990,1321,67,3,9.49
991,1321,119,1,17.99
992,1321,25,1,29.99
993,1321,69,1,22.99
994,1322,111,3,12.99
995,1322,15,2,89.99
996,1323,94,2,16.99
997,1324,45,3,34.99
998,1325,66,4,13.99
999,1325,119,2,17.99
1000,1325,33,2,32.99
1001,1325,26,3,34.99
1002,1326,40,2,42.99
1003,1326,102,2,18.99
1004,1326,93,4,18.99
1005,1326,56,4,19.99
1006,1326,55,3,12.99
1007,1327,55,2,12.99
1008,1327,73,3,39.99
1009,1327,48,1,79.99
1010,1327,58,2,14.99
1011,1328,38,3,49.99
1012,1328,51,1,189.0
1013,1328,15,2,89.99
1014,1328,104,3,39.99
1015,1329,28,3,12.99
1016,1330,2,3,89.99
1017,1331,73,3,39.99
1018,1331,116,2,25.99
1019,1331,72,1,42.0
1020,1331,50,3,8.99
1021,1332,72,3,42.0
1022,1333,88,4,32.99
1023,1333,41,3,39.99
1024,1333,26,2,34.99
1025,1333,7,4,79.99
1026,1334,16,4,99.0
1027,1335,31,1,22.99
1028,1335,37,1,14.99
1029,1335,83,1,13.99
1030,1335,117,4,34.99
1031,1336,115,1,8.99
1032,1337,13,4,12.99
1033,1337,93,3,18.99
1034,1337,36,3,21.99
1035,1337,97,3,27.99
1036,1338,64,1,7.49
1037,1338,51,3,189.0
1038,1338,90,4,7.99
1039,1339,14,1,29.99
1040,1339,29,1,24.99
1041,1339,106,1,13.99
1042,1339,18,1,69.99
1043,1339,42,4,11.99
1044,1340,105,1,21.99
1045,1340,120,1,22.99
1046,1340,34,1,18.99
1047,1341,43,4,8.99
1048,1341,35,2,16.99
1049,1341,119,2,17.99
1050,1342,111,2,12.99
1051,1342,97,4,27.99
1052,1342,82,4,44.99
1053,1343,74,4,17.99
1054,1343,85,4,19.99
1055,1344,29,1,24.99
1056,1344,34,3,18.99
1057,1344,92,1,10.99
1058,1344,46,2,26.99
1059,1345,10,4,32.99
1060,1346,60,4,4.99
1061,1346,25,4,29.99
1062,1347,66,3,13.99
1063,1347,98,3,15.99
1064,1347,91,4,21.99
1065,1347,84,2,8.99
1066,1347,109,1,11.99
1067,1348,112,2,14.99
1068,1348,100,4,9.99
